delivery_id,pharmacy_id,courier_id,zone,order_created_at,promised_time,delivered_time,distance_miles,traffic_level,priority,weather_flag,status
D00825,P006,C028,33139,2026-03-14 11:41:00.531828,2026-03-14 12:16:00.531828,2026-03-14 12:22:38.050608,4.8,high,urgent,1,delivered
D00826,P000,C021,33109,2026-03-14 06:52:00.531828,2026-03-14 07:32:00.531828,2026-03-14 07:27:00.531828,4.56,high,urgent,1,delivered
D00827,P001,C001,33109,2026-03-14 06:56:00.531828,2026-03-14 07:34:00.531828,2026-03-14 07:31:20.298631,0.85,medium,normal,1,delivered
D00828,P001,C041,33109,2026-03-14 09:59:00.531828,2026-03-14 10:44:00.531828,2026-03-14 10:50:23.597115,3.12,low,normal,0,delivered
D00829,P006,C045,33139,2026-03-14 08:50:00.531828,2026-03-14 09:17:00.531828,2026-03-14 09:16:54.317632,4.35,medium,urgent,0,delivered
D00830,P002,C010,33137,2026-03-14 06:41:00.531828,2026-03-14 07:26:00.531828,2026-03-14 07:22:35.911989,4.03,high,normal,1,delivered
D00831,P001,C023,33109,2026-03-14 08:19:00.531828,2026-03-14 08:47:00.531828,2026-03-14 09:00:27.706675,5.35,low,urgent,1,delivered
D00832,P009,C037,33139,2026-03-14 11:31:00.531828,2026-03-14 12:10:00.531828,2026-03-14 12:14:43.129663,5.85,high,normal,0,delivered
D00833,P004,C010,33101,2026-03-14 09:02:00.531828,2026-03-14 09:38:00.531828,2026-03-14 09:33:54.717068,2.08,low,urgent,0,delivered
D00834,P003,C036,33109,2026-03-14 09:09:00.531828,2026-03-14 09:44:00.531828,2026-03-14 09:39:34.305081,2.71,medium,urgent,1,delivered
D00835,P011,C002,33139,2026-03-14 09:46:00.531828,2026-03-14 10:19:00.531828,2026-03-14 10:24:48.610535,3.99,medium,normal,0,delivered
D00836,P007,C039,33139,2026-03-14 06:36:00.531828,2026-03-14 07:12:00.531828,2026-03-14 07:26:54.279879,2.25,medium,normal,1,delivered
D00837,P008,C002,33101,2026-03-14 08:30:00.531828,2026-03-14 09:05:00.531828,2026-03-14 09:00:00.531828,3.56,low,urgent,0,delivered
D00838,P006,C031,33139,2026-03-14 08:58:00.531828,2026-03-14 09:37:00.531828,2026-03-14 09:52:04.387786,1.85,low,normal,1,delivered
D00839,P005,C036,33101,2026-03-14 08:05:00.531828,2026-03-14 08:43:00.531828,2026-03-14 08:49:50.114857,4.47,low,urgent,1,delivered
D00840,P009,C010,33139,2026-03-14 10:16:00.531828,2026-03-14 10:52:00.531828,2026-03-14 10:47:00.531828,4.16,high,normal,0,delivered
D00841,P003,C005,33109,2026-03-14 08:03:00.531828,2026-03-14 08:41:00.531828,2026-03-14 08:39:58.370281,2.43,medium,urgent,1,delivered
D00842,P000,C038,33109,2026-03-14 09:23:00.531828,2026-03-14 10:03:00.531828,2026-03-14 09:58:00.531828,2.67,low,urgent,0,delivered
D00843,P002,C011,33137,2026-03-14 12:06:00.531828,2026-03-14 12:39:00.531828,2026-03-14 12:38:23.535453,3.18,low,urgent,0,delivered
D00844,P011,C046,33139,2026-03-14 10:18:00.531828,2026-03-14 10:48:00.531828,2026-03-14 10:43:00.531828,3.42,low,urgent,1,delivered
D00845,P002,C003,33137,2026-03-14 06:35:00.531828,2026-03-14 07:06:00.531828,2026-03-14 07:03:47.782739,4.73,medium,normal,1,delivered
D00846,P011,C017,33139,2026-03-14 06:50:00.531828,2026-03-14 07:21:00.531828,2026-03-14 07:19:42.166903,2.17,low,normal,0,delivered
D00847,P009,C036,33139,2026-03-14 07:43:00.531828,2026-03-14 08:27:00.531828,2026-03-14 08:26:51.983249,3.58,high,normal,1,delivered
D00848,P007,C018,33139,2026-03-14 09:24:00.531828,2026-03-14 09:58:00.531828,2026-03-14 10:23:06.977910,5.1,high,normal,0,delivered
D00849,P010,C032,33109,2026-03-14 11:25:00.531828,2026-03-14 11:59:00.531828,2026-03-14 12:10:10.254013,0.81,high,normal,1,delivered
D00850,P002,C042,33137,2026-03-14 09:49:00.531828,2026-03-14 10:15:00.531828,2026-03-14 10:13:33.628134,3.89,low,urgent,1,delivered
D00851,P007,C049,33139,2026-03-14 06:28:00.531828,2026-03-14 06:56:00.531828,2026-03-14 06:51:00.531828,3.77,high,urgent,0,delivered
D00852,P004,C002,33101,2026-03-14 06:46:00.531828,2026-03-14 07:14:00.531828,2026-03-14 07:09:00.531828,4.0,medium,normal,1,delivered
D00853,P007,C008,33139,2026-03-14 07:07:00.531828,2026-03-14 07:34:00.531828,2026-03-14 07:31:12.545308,4.24,high,urgent,0,delivered
D00854,P003,C047,33109,2026-03-14 06:31:00.531828,2026-03-14 07:08:00.531828,2026-03-14 07:14:33.585731,2.66,high,urgent,0,delivered
D00855,P008,C010,33101,2026-03-14 11:04:00.531828,2026-03-14 11:43:00.531828,2026-03-14 11:46:33.571915,2.74,high,urgent,1,delivered
D00856,P006,C036,33139,2026-03-14 10:35:00.531828,2026-03-14 11:04:00.531828,2026-03-14 11:02:41.593202,0.62,medium,normal,0,delivered
D00857,P008,C016,33101,2026-03-14 12:06:00.531828,2026-03-14 12:36:00.531828,2026-03-14 12:31:00.531828,5.16,medium,normal,1,delivered
D00858,P003,C048,33109,2026-03-14 12:09:00.531828,2026-03-14 12:43:00.531828,2026-03-14 12:54:18.187956,5.87,medium,normal,0,delivered
D00859,P007,C009,33139,2026-03-14 09:30:00.531828,2026-03-14 10:13:00.531828,2026-03-14 10:12:15.258036,1.46,medium,normal,0,delivered
D00860,P011,C039,33139,2026-03-14 09:53:00.531828,2026-03-14 10:37:00.531828,2026-03-14 10:43:16.978804,1.07,high,normal,1,delivered
D00861,P004,C014,33101,2026-03-14 07:10:00.531828,2026-03-14 07:38:00.531828,2026-03-14 07:45:17.343642,4.75,low,urgent,0,delivered
D00862,P011,C017,33139,2026-03-14 09:34:00.531828,2026-03-14 10:09:00.531828,2026-03-14 10:08:50.946798,1.52,medium,normal,1,delivered
D00863,P004,C049,33101,2026-03-14 09:27:00.531828,2026-03-14 09:52:00.531828,2026-03-14 10:08:21.922131,4.2,low,normal,0,delivered
D00864,P006,C027,33139,2026-03-14 08:25:00.531828,2026-03-14 09:07:00.531828,2026-03-14 09:08:42.595715,2.26,low,normal,1,delivered
D00865,P001,C014,33109,2026-03-14 10:59:00.531828,2026-03-14 11:41:00.531828,2026-03-14 11:36:00.531828,1.36,medium,normal,0,delivered
D00866,P010,C015,33109,2026-03-14 11:08:00.531828,2026-03-14 11:48:00.531828,2026-03-14 11:43:00.531828,2.43,high,urgent,0,delivered
D00867,P004,C026,33101,2026-03-14 08:54:00.531828,2026-03-14 09:32:00.531828,2026-03-14 09:27:00.531828,3.48,low,urgent,0,delivered
D00868,P002,C003,33137,2026-03-14 06:30:00.531828,2026-03-14 06:57:00.531828,2026-03-14 07:12:10.384072,3.81,high,urgent,1,delivered
D00869,P001,C005,33109,2026-03-14 07:02:00.531828,2026-03-14 07:35:00.531828,2026-03-14 07:35:04.789177,5.11,low,urgent,0,delivered
D00870,P006,C032,33139,2026-03-14 07:00:00.531828,2026-03-14 07:30:00.531828,2026-03-14 07:25:00.531828,1.29,high,normal,1,delivered
D00871,P000,C013,33109,2026-03-14 08:34:00.531828,2026-03-14 09:15:00.531828,2026-03-14 09:25:56.868587,2.07,low,urgent,0,delivered
D00872,P001,C040,33109,2026-03-14 08:10:00.531828,2026-03-14 08:49:00.531828,2026-03-14 08:44:00.531828,2.4,high,normal,1,delivered
D00873,P001,C042,33109,2026-03-14 07:29:00.531828,2026-03-14 08:13:00.531828,2026-03-14 08:24:00.453003,1.29,high,normal,1,delivered
D00874,P005,C017,33101,2026-03-14 11:38:00.531828,2026-03-14 12:23:00.531828,2026-03-14 12:23:46.581354,2.24,medium,normal,1,delivered
D00875,P002,C001,33137,2026-03-14 06:23:00.531828,2026-03-14 07:05:00.531828,2026-03-14 07:00:00.531828,2.92,medium,urgent,1,delivered
D00876,P000,C020,33109,2026-03-14 10:29:00.531828,2026-03-14 10:54:00.531828,2026-03-14 11:13:31.953017,2.74,low,urgent,0,delivered
D00877,P009,C014,33139,2026-03-14 10:13:00.531828,2026-03-14 10:54:00.531828,2026-03-14 10:49:00.531828,1.67,medium,normal,0,delivered
D00878,P005,C041,33101,2026-03-14 06:37:00.531828,2026-03-14 07:15:00.531828,2026-03-14 07:30:08.270267,2.15,low,normal,0,delivered
D00879,P003,C020,33109,2026-03-14 10:51:00.531828,2026-03-14 11:18:00.531828,2026-03-14 11:20:05.638055,3.82,low,urgent,1,delivered
D00880,P006,C028,33139,2026-03-14 11:48:00.531828,2026-03-14 12:33:00.531828,2026-03-14 12:31:02.303419,1.49,low,normal,1,delivered
D00881,P006,C009,33139,2026-03-14 07:11:00.531828,2026-03-14 07:49:00.531828,2026-03-14 07:53:26.253720,4.31,high,urgent,0,delivered
D00882,P009,C019,33139,2026-03-14 08:46:00.531828,2026-03-14 09:19:00.531828,2026-03-14 09:23:26.924162,2.36,medium,normal,0,delivered
D00883,P000,C000,33109,2026-03-14 07:49:00.531828,2026-03-14 08:19:00.531828,2026-03-14 08:17:04.559956,1.02,medium,normal,1,delivered
D00884,P005,C039,33101,2026-03-14 09:58:00.531828,2026-03-14 10:38:00.531828,2026-03-14 10:42:44.927105,4.16,high,urgent,0,delivered
D00885,P005,C029,33101,2026-03-14 07:29:00.531828,2026-03-14 07:57:00.531828,2026-03-14 07:59:11.378972,5.81,low,urgent,0,delivered
D00886,P005,C041,33101,2026-03-14 06:15:00.531828,2026-03-14 06:50:00.531828,2026-03-14 06:45:00.531828,1.01,low,urgent,0,delivered
D00887,P004,C011,33101,2026-03-14 06:18:00.531828,2026-03-14 07:02:00.531828,2026-03-14 07:09:04.577386,1.43,low,urgent,1,delivered
D00888,P007,C001,33139,2026-03-14 10:54:00.531828,2026-03-14 11:27:00.531828,2026-03-14 11:46:01.836943,5.9,medium,normal,0,delivered
D00889,P009,C044,33139,2026-03-14 11:33:00.531828,2026-03-14 12:03:00.531828,2026-03-14 11:58:00.531828,5.57,medium,normal,1,delivered
D00890,P002,C012,33137,2026-03-14 09:27:00.531828,2026-03-14 09:58:00.531828,2026-03-14 10:04:49.025217,3.71,high,normal,0,delivered
D00891,P011,C046,33139,2026-03-14 10:42:00.531828,2026-03-14 11:11:00.531828,2026-03-14 11:08:45.335218,3.14,high,urgent,1,delivered
D00892,P004,C009,33101,2026-03-14 09:56:00.531828,2026-03-14 10:29:00.531828,2026-03-14 10:34:33.825093,3.14,low,urgent,0,delivered
D00893,P007,C018,33139,2026-03-14 07:32:00.531828,2026-03-14 08:04:00.531828,2026-03-14 08:02:13.935937,4.26,low,normal,0,delivered
D00894,P000,C034,33109,2026-03-14 12:08:00.531828,2026-03-14 12:35:00.531828,2026-03-14 12:39:51.212537,3.83,low,urgent,1,delivered
D00895,P008,C020,33101,2026-03-14 10:51:00.531828,2026-03-14 11:23:00.531828,2026-03-14 11:31:07.129705,3.84,low,normal,1,delivered
D00896,P005,C014,33101,2026-03-14 07:53:00.531828,2026-03-14 08:38:00.531828,2026-03-14 08:36:45.565429,4.7,medium,normal,1,delivered
D00897,P009,C030,33139,2026-03-14 10:38:00.531828,2026-03-14 11:23:00.531828,2026-03-14 11:18:00.531828,5.66,medium,urgent,0,delivered
D00898,P003,C019,33109,2026-03-14 11:34:00.531828,2026-03-14 12:08:00.531828,2026-03-14 12:17:50.662337,2.19,high,normal,0,delivered
D00899,P002,C020,33137,2026-03-14 09:49:00.531828,2026-03-14 10:14:00.531828,2026-03-14 10:09:00.531828,3.12,high,normal,0,delivered
D00900,P006,C046,33139,2026-03-14 08:16:00.531828,2026-03-14 08:53:00.531828,2026-03-14 08:58:46.030048,1.28,medium,urgent,1,delivered
D00901,P007,C002,33139,2026-03-14 08:08:00.531828,2026-03-14 08:34:00.531828,2026-03-14 08:48:36.963347,2.26,low,urgent,1,delivered
D00902,P010,C004,33109,2026-03-14 08:58:00.531828,2026-03-14 09:41:00.531828,2026-03-14 09:37:31.560091,3.34,low,normal,1,delivered
D00903,P001,C042,33109,2026-03-14 09:21:00.531828,2026-03-14 10:05:00.531828,2026-03-14 10:19:19.595261,3.3,medium,normal,0,delivered
D00904,P008,C030,33101,2026-03-14 11:58:00.531828,2026-03-14 12:24:00.531828,2026-03-14 12:40:16.564459,4.17,high,normal,0,delivered
D00905,P009,C003,33139,2026-03-14 09:10:00.531828,2026-03-14 09:41:00.531828,2026-03-14 09:40:47.431382,4.11,medium,urgent,1,delivered
D00906,P010,C032,33109,2026-03-14 09:13:00.531828,2026-03-14 09:54:00.531828,2026-03-14 10:12:33.813958,2.99,low,urgent,0,delivered
D00907,P001,C048,33109,2026-03-14 08:30:00.531828,2026-03-14 09:08:00.531828,2026-03-14 09:27:06.810166,2.98,low,urgent,1,delivered
D00908,P004,C021,33101,2026-03-14 10:36:00.531828,2026-03-14 11:11:00.531828,2026-03-14 11:14:47.503506,4.83,medium,urgent,0,delivered
D00909,P009,C033,33139,2026-03-14 11:54:00.531828,2026-03-14 12:23:00.531828,2026-03-14 12:18:00.531828,4.19,high,normal,1,delivered
D00910,P006,C010,33139,2026-03-14 10:05:00.531828,2026-03-14 10:44:00.531828,2026-03-14 10:52:24.189180,3.08,high,normal,0,delivered
D00911,P011,C028,33139,2026-03-14 11:36:00.531828,2026-03-14 12:04:00.531828,2026-03-14 12:02:50.269892,3.74,medium,normal,1,delivered
D00912,P001,C022,33109,2026-03-14 06:31:00.531828,2026-03-14 06:58:00.531828,2026-03-14 07:09:30.976729,4.94,medium,normal,1,delivered
D00913,P003,C049,33109,2026-03-14 07:41:00.531828,2026-03-14 08:07:00.531828,2026-03-14 08:02:00.531828,1.7,high,urgent,1,delivered
D00914,P001,C024,33109,2026-03-14 08:24:00.531828,2026-03-14 09:05:00.531828,2026-03-14 09:06:45.357617,2.09,high,normal,0,delivered
D00915,P008,C015,33101,2026-03-14 10:08:00.531828,2026-03-14 10:35:00.531828,2026-03-14 10:38:20.285463,1.64,low,normal,0,delivered
D00916,P011,C004,33139,2026-03-14 12:00:00.531828,2026-03-14 12:32:00.531828,2026-03-14 12:27:00.531828,4.07,high,urgent,1,delivered
D00917,P004,C027,33101,2026-03-14 06:33:00.531828,2026-03-14 07:18:00.531828,2026-03-14 07:14:56.173901,5.39,high,normal,1,delivered
D00918,P001,C018,33109,2026-03-14 06:29:00.531828,2026-03-14 07:09:00.531828,2026-03-14 07:04:00.531828,3.73,low,normal,0,delivered
D00919,P007,C037,33139,2026-03-14 07:22:00.531828,2026-03-14 08:07:00.531828,2026-03-14 08:19:02.282213,2.91,high,normal,1,delivered
D00920,P005,C044,33101,2026-03-14 09:19:00.531828,2026-03-14 09:50:00.531828,2026-03-14 09:51:50.394942,2.46,high,urgent,0,delivered
D00921,P007,C042,33139,2026-03-14 06:45:00.531828,2026-03-14 07:12:00.531828,2026-03-14 07:07:00.531828,4.39,low,normal,1,delivered
D00922,P000,C025,33109,2026-03-14 12:00:00.531828,2026-03-14 12:36:00.531828,2026-03-14 12:44:57.283148,1.47,medium,urgent,0,delivered
D00923,P010,C031,33109,2026-03-14 06:11:00.531828,2026-03-14 06:53:00.531828,2026-03-14 06:56:19.777091,5.6,high,normal,0,delivered
D00924,P006,C047,33139,2026-03-14 12:09:00.531828,2026-03-14 12:44:00.531828,2026-03-14 12:39:14.194019,1.09,medium,normal,0,delivered
D00925,P005,C038,33101,2026-03-14 08:53:00.531828,2026-03-14 09:21:00.531828,2026-03-14 09:24:20.076854,5.05,high,urgent,0,delivered
D00926,P003,C029,33109,2026-03-14 10:18:00.531828,2026-03-14 10:44:00.531828,2026-03-14 10:40:37.612800,1.14,medium,normal,0,delivered
D00927,P000,C028,33109,2026-03-14 09:41:00.531828,2026-03-14 10:15:00.531828,2026-03-14 10:11:50.345268,1.49,low,normal,0,delivered
D00928,P010,C039,33109,2026-03-14 09:51:00.531828,2026-03-14 10:25:00.531828,2026-03-14 10:35:00.210279,5.94,low,normal,1,delivered
D00929,P008,C037,33101,2026-03-14 08:26:00.531828,2026-03-14 08:52:00.531828,2026-03-14 09:07:12.331092,4.72,medium,normal,1,delivered
D00930,P002,C045,33137,2026-03-14 11:13:00.531828,2026-03-14 11:39:00.531828,2026-03-14 11:43:16.080974,5.16,high,normal,1,delivered
D00931,P000,C030,33109,2026-03-14 09:58:00.531828,2026-03-14 10:39:00.531828,2026-03-14 10:39:39.500858,0.89,high,normal,0,delivered
D00932,P005,C023,33101,2026-03-14 09:38:00.531828,2026-03-14 10:15:00.531828,2026-03-14 10:29:35.539850,4.02,low,normal,0,delivered
D00933,P009,C028,33139,2026-03-14 08:51:00.531828,2026-03-14 09:27:00.531828,2026-03-14 09:27:37.144802,5.25,medium,normal,0,delivered
D00934,P004,C012,33101,2026-03-14 10:43:00.531828,2026-03-14 11:19:00.531828,2026-03-14 11:17:36.811843,1.29,high,normal,0,delivered
D00935,P001,C006,33109,2026-03-14 08:42:00.531828,2026-03-14 09:25:00.531828,2026-03-14 09:20:00.531828,1.23,high,urgent,1,delivered
D00936,P006,C031,33139,2026-03-14 11:28:00.531828,2026-03-14 12:10:00.531828,2026-03-14 12:05:00.531828,4.21,medium,urgent,1,delivered
D00937,P000,C018,33109,2026-03-14 10:41:00.531828,2026-03-14 11:11:00.531828,2026-03-14 11:06:00.531828,4.85,high,urgent,0,delivered
D00938,P011,C043,33139,2026-03-14 08:28:00.531828,2026-03-14 09:12:00.531828,2026-03-14 09:22:09.306927,1.51,medium,urgent,0,delivered
D00939,P001,C041,33109,2026-03-14 11:12:00.531828,2026-03-14 11:48:00.531828,2026-03-14 11:43:00.531828,4.92,low,normal,1,delivered
D00940,P004,C015,33101,2026-03-14 07:07:00.531828,2026-03-14 07:38:00.531828,2026-03-14 07:38:22.832187,3.61,high,normal,0,delivered
D00941,P003,C002,33109,2026-03-14 07:45:00.531828,2026-03-14 08:24:00.531828,2026-03-14 08:33:21.786596,1.33,high,normal,0,delivered
D00942,P009,C002,33139,2026-03-14 11:49:00.531828,2026-03-14 12:34:00.531828,2026-03-14 12:44:13.868655,2.73,medium,normal,0,delivered
D00943,P009,C002,33139,2026-03-14 11:20:00.531828,2026-03-14 11:59:00.531828,2026-03-14 11:54:00.531828,3.61,low,normal,1,delivered
D00944,P008,C003,33101,2026-03-14 08:48:00.531828,2026-03-14 09:22:00.531828,2026-03-14 09:30:15.601644,4.03,low,urgent,1,delivered
D00945,P010,C017,33109,2026-03-14 07:58:00.531828,2026-03-14 08:30:00.531828,2026-03-14 08:36:44.658325,4.51,high,urgent,1,delivered
D00946,P008,C002,33101,2026-03-14 12:04:00.531828,2026-03-14 12:34:00.531828,2026-03-14 12:46:05.478821,1.17,low,normal,1,delivered
D00947,P011,C021,33139,2026-03-14 09:59:00.531828,2026-03-14 10:39:00.531828,2026-03-14 10:43:40.930322,1.03,medium,normal,1,delivered
D00948,P011,C027,33139,2026-03-14 09:16:00.531828,2026-03-14 09:47:00.531828,2026-03-14 09:56:27.368724,3.21,medium,normal,1,delivered
D00949,P011,C032,33139,2026-03-14 09:09:00.531828,2026-03-14 09:41:00.531828,2026-03-14 09:45:01.375645,0.9,low,normal,0,delivered
D00950,P007,C002,33139,2026-03-14 07:52:00.531828,2026-03-14 08:24:00.531828,2026-03-14 08:20:41.379503,1.82,low,urgent,0,delivered
D00951,P000,C022,33109,2026-03-14 08:53:00.531828,2026-03-14 09:25:00.531828,2026-03-14 09:38:14.760187,2.96,low,normal,1,delivered
D00952,P002,C023,33137,2026-03-14 11:23:00.531828,2026-03-14 12:02:00.531828,2026-03-14 12:02:59.679461,3.27,medium,urgent,0,delivered
D00953,P010,C012,33109,2026-03-14 10:33:00.531828,2026-03-14 11:05:00.531828,2026-03-14 11:00:00.531828,5.75,high,normal,1,delivered
D00954,P005,C024,33101,2026-03-14 10:03:00.531828,2026-03-14 10:46:00.531828,2026-03-14 10:47:22.672171,3.36,low,urgent,0,delivered
D00955,P004,C049,33101,2026-03-14 08:32:00.531828,2026-03-14 09:05:00.531828,2026-03-14 09:09:50.256927,2.83,high,normal,0,delivered
D00956,P004,C004,33101,2026-03-14 06:15:00.531828,2026-03-14 06:40:00.531828,2026-03-14 06:51:19.311315,3.09,medium,urgent,1,delivered
D00957,P005,C025,33101,2026-03-14 09:34:00.531828,2026-03-14 10:19:00.531828,2026-03-14 10:22:41.011940,1.7,low,urgent,0,delivered
D00958,P009,C009,33139,2026-03-14 08:51:00.531828,2026-03-14 09:34:00.531828,2026-03-14 09:42:39.750648,4.16,high,urgent,1,delivered
D00959,P001,C001,33109,2026-03-14 08:03:00.531828,2026-03-14 08:45:00.531828,2026-03-14 08:44:23.278883,3.98,high,normal,0,delivered
D00960,P000,C029,33109,2026-03-14 09:05:00.531828,2026-03-14 09:49:00.531828,2026-03-14 09:44:00.531828,5.03,medium,urgent,0,delivered
D00961,P008,C048,33101,2026-03-14 10:42:00.531828,2026-03-14 11:14:00.531828,2026-03-14 11:29:48.642028,5.31,low,urgent,0,delivered
D00962,P002,C032,33137,2026-03-14 09:00:00.531828,2026-03-14 09:26:00.531828,2026-03-14 09:21:00.531828,5.05,high,urgent,0,delivered
D00963,P001,C035,33109,2026-03-14 06:23:00.531828,2026-03-14 07:05:00.531828,2026-03-14 07:11:32.127086,0.97,high,urgent,1,delivered
D00964,P003,C030,33109,2026-03-14 08:59:00.531828,2026-03-14 09:42:00.531828,2026-03-14 09:39:19.251327,2.02,low,urgent,0,delivered
D00965,P002,C042,33137,2026-03-14 07:50:00.531828,2026-03-14 08:18:00.531828,2026-03-14 08:21:57.958718,1.38,medium,normal,1,delivered
D00966,P001,C000,33109,2026-03-14 07:59:00.531828,2026-03-14 08:38:00.531828,2026-03-14 08:33:00.531828,3.4,high,normal,1,delivered
D00967,P001,C044,33109,2026-03-14 09:25:00.531828,2026-03-14 09:54:00.531828,2026-03-14 09:49:00.531828,5.98,low,normal,0,delivered
D00968,P010,C041,33109,2026-03-14 08:08:00.531828,2026-03-14 08:37:00.531828,2026-03-14 08:32:00.531828,5.26,medium,normal,1,delivered
D00969,P010,C019,33109,2026-03-14 07:22:00.531828,2026-03-14 07:49:00.531828,2026-03-14 07:44:00.531828,3.56,medium,urgent,1,delivered
D00970,P006,C030,33139,2026-03-14 10:39:00.531828,2026-03-14 11:07:00.531828,2026-03-14 11:02:35.257972,2.87,high,urgent,0,delivered
D00971,P003,C021,33109,2026-03-14 07:17:00.531828,2026-03-14 07:46:00.531828,2026-03-14 07:41:00.531828,3.68,medium,urgent,1,delivered
D00972,P000,C026,33109,2026-03-14 06:40:00.531828,2026-03-14 07:08:00.531828,2026-03-14 07:05:55.509292,1.52,medium,normal,0,delivered
D00973,P010,C026,33109,2026-03-14 07:11:00.531828,2026-03-14 07:49:00.531828,2026-03-14 07:44:00.531828,3.29,low,normal,1,delivered
D00974,P000,C015,33109,2026-03-14 07:40:00.531828,2026-03-14 08:09:00.531828,2026-03-14 08:16:58.622450,3.64,high,urgent,1,delivered
D00975,P000,C023,33109,2026-03-14 10:07:00.531828,2026-03-14 10:36:00.531828,2026-03-14 10:34:43.916537,3.33,low,normal,1,delivered
D00976,P008,C007,33101,2026-03-14 10:32:00.531828,2026-03-14 11:01:00.531828,2026-03-14 11:00:20.721290,4.28,high,normal,0,delivered
D00977,P005,C014,33101,2026-03-14 12:04:00.531828,2026-03-14 12:48:00.531828,2026-03-14 12:45:19.741459,5.73,high,urgent,1,delivered
D00978,P002,C030,33137,2026-03-14 07:07:00.531828,2026-03-14 07:36:00.531828,2026-03-14 07:37:58.194128,5.98,high,normal,1,delivered
D00979,P010,C034,33109,2026-03-14 09:01:00.531828,2026-03-14 09:31:00.531828,2026-03-14 09:35:32.769848,3.15,medium,normal,1,delivered
D00980,P002,C027,33137,2026-03-14 11:53:00.531828,2026-03-14 12:26:00.531828,2026-03-14 12:26:13.370531,2.64,low,urgent,1,delivered
D00981,P002,C040,33137,2026-03-14 09:06:00.531828,2026-03-14 09:43:00.531828,2026-03-14 09:56:20.860846,5.83,low,urgent,0,delivered
D00982,P008,C028,33101,2026-03-14 07:53:00.531828,2026-03-14 08:23:00.531828,2026-03-14 08:36:56.859663,4.29,medium,urgent,1,delivered
D00983,P011,C011,33139,2026-03-14 10:45:00.531828,2026-03-14 11:12:00.531828,2026-03-14 11:07:17.290891,2.12,medium,normal,1,delivered
D00984,P003,C031,33109,2026-03-14 11:29:00.531828,2026-03-14 11:56:00.531828,2026-03-14 12:00:37.045957,2.39,high,normal,0,delivered
D00985,P000,C026,33109,2026-03-14 07:17:00.531828,2026-03-14 07:47:00.531828,2026-03-14 07:44:25.288626,3.78,medium,urgent,1,delivered
D00986,P001,C017,33109,2026-03-14 08:38:00.531828,2026-03-14 09:09:00.531828,2026-03-14 09:04:00.531828,1.49,medium,urgent,0,delivered
D00987,P011,C020,33139,2026-03-14 10:33:00.531828,2026-03-14 11:02:00.531828,2026-03-14 11:11:34.579988,4.13,high,normal,1,delivered
D00988,P009,C018,33139,2026-03-14 08:37:00.531828,2026-03-14 09:18:00.531828,2026-03-14 09:13:00.531828,1.05,high,normal,1,delivered
D00989,P007,C017,33139,2026-03-14 08:34:00.531828,2026-03-14 09:16:00.531828,2026-03-14 09:11:00.531828,1.28,high,normal,0,delivered
D00990,P007,C014,33139,2026-03-14 09:10:00.531828,2026-03-14 09:36:00.531828,2026-03-14 09:41:41.046378,3.14,high,urgent,1,delivered
D00991,P000,C018,33109,2026-03-14 07:47:00.531828,2026-03-14 08:28:00.531828,2026-03-14 08:23:00.531828,3.65,medium,normal,1,delivered
D00992,P001,C009,33109,2026-03-14 07:12:00.531828,2026-03-14 07:54:00.531828,2026-03-14 07:49:00.531828,1.8,low,urgent,0,delivered
D00993,P001,C010,33109,2026-03-14 09:21:00.531828,2026-03-14 10:02:00.531828,2026-03-14 09:59:46.427177,2.59,low,urgent,0,delivered
D00994,P010,C016,33109,2026-03-14 10:59:00.531828,2026-03-14 11:41:00.531828,2026-03-14 11:37:53.023789,0.62,high,urgent,1,delivered
D00995,P003,C001,33109,2026-03-14 10:10:00.531828,2026-03-14 10:37:00.531828,2026-03-14 10:32:00.531828,4.93,medium,normal,0,delivered
D00996,P011,C022,33139,2026-03-14 06:19:00.531828,2026-03-14 06:50:00.531828,2026-03-14 06:49:21.313475,3.99,medium,normal,1,delivered
D00997,P000,C015,33109,2026-03-14 09:55:00.531828,2026-03-14 10:40:00.531828,2026-03-14 10:58:39.894696,2.6,low,normal,1,delivered
D00998,P007,C045,33139,2026-03-14 08:08:00.531828,2026-03-14 08:44:00.531828,2026-03-14 09:03:27.433270,0.91,low,urgent,0,delivered
D00999,P007,C015,33139,2026-03-14 08:30:00.531828,2026-03-14 08:58:00.531828,2026-03-14 09:10:25.718573,1.06,high,urgent,1,delivered
D01000,P011,C000,33139,2026-03-14 10:35:00.531828,2026-03-14 11:05:00.531828,2026-03-14 11:32:42.000526,2.56,low,urgent,0,delivered
D01001,P003,C023,33109,2026-03-14 09:16:00.531828,2026-03-14 09:49:00.531828,2026-03-14 10:11:50.089460,5.29,low,urgent,0,delivered
D01002,P006,C040,33139,2026-03-14 06:34:00.531828,2026-03-14 07:08:00.531828,2026-03-14 07:24:17.769973,1.59,medium,normal,1,delivered
D01003,P010,C010,33109,2026-03-14 09:12:00.531828,2026-03-14 09:51:00.531828,2026-03-14 09:46:00.531828,3.18,low,urgent,0,delivered
D01004,P004,C031,33101,2026-03-14 08:01:00.531828,2026-03-14 08:31:00.531828,2026-03-14 08:32:40.449332,3.01,medium,urgent,1,delivered
D01005,P003,C028,33109,2026-03-14 11:40:00.531828,2026-03-14 12:15:00.531828,2026-03-14 12:19:05.625444,0.83,medium,urgent,1,delivered
